25 2000
-24 -6 -25
-5 -9 -25
8 20 -18
-16 -4 -2
16 -14 3
-14 -20 -25
-16 1 -19
-13 -1 -5
8 -22 6
-24 -13 6
24 -12 4
19 -4 21
-19 -3 22
11 -11 23
18 20 -12
-12 14 15
-6 20 -19
-23 -5 -2
16 -14 6
-14 12 21
25 18 -20
12 -11 6
13 6 -17
3 -13 -5
10 -4 -3
16 1 -9
16 3 -1
18 -13 5
10 -20 -11
-16 -4 -19
4 -12 -11
-15 18 21
20 13 15
24 -23 -22
8 -24 -21
1 19 -2
-8 9 -18
-25 12 -9
9 -22 -14
20 5 23
-7 -21 -4
-19 -3 7
-23 -22 -9
-24 -7 -17
8 -14 7
25 -6 -23
21 -4 13
17 -3 -17
16 17 5
8 2 12
9 10 -15
18 -22 15
3 -20 -3
-22 -20 20
-8 10 11
8 -11 14
9 -19 -18
-16 -21 12
-4 13 6
-7 -21 20
9 -10 6
24 9 -21
-7 -12 7
-14 3 -18
-23 2 -5
9 -2 -9
-20 -12 -2
9 -20 7
-16 -2 14
-15 3 -18
-7 -14 -25
-15 -4 -2
17 -2 -25
14 -2 -25
-15 14 15
25 -21 -17
19 12 -17
8 19 -18
-12 4 -19
-20 -1 -17
9 5 -10
1 -3 -10
16 3 -9
-4 -11 23
24 1 -13
-5 -21 -9
2 -4 22
-20 21 -2
-16 1 -4
-15 -12 12
-15 25 -2
-8 12 6
-22 14 -25
-24 2 -4
17 10 11
17 -6 -15
16 4 21
1 3 -13
4 -10 -18
20 -20 -12
8 24 1
-23 -4 -9
21 6 -2
21 13 -9
2 -11 23
24 14 -25
8 18 6
-20 -19 22
10 -11 7
-7 -6 -18
-10 -1 6
17 -19 -9
8 3 4
24 -22 -19
24 -13 4
-16 -3 -1
-7 20 7
1 -12 -10
-23 -19 -2
-16 -22 -21
-24 -22 -17
17 12 6
10 20 21
-7 -6 15
9 4 6
24 13 15
7 -11 23
-14 -18 15
8 25 -6
-8 8 -1
1 20 17
24 -12 21
-15 -19 -1
18 12 -1
-16 21 7
-16 24 11
-12 4 -25
-24 -7 4
-24 -8 -3
24 10 -20
17 -2 -17
13 22 -25
-16 -6 -18
-3 5 9
-14 20 -11
3 -12 -20
-16 19 4
11 -11 6
-16 25 13
8 -4 13
8 -6 -13
-21 5 -25
-16 -14 19
9 -21 -12
-7 10 -18
24 1 12
-15 3 14
24 -13 -10
10 -12 23
-7 6 23
25 -6 -14
-7 19 -3
8 -7 5
19 -2 -5
2 12 -20
-16 -20 -17
11 -4 22
-23 -9 15
-6 -14 -11
4 -4 -3
-5 -10 7
-24 -12 6
17 2 11
1 -13 -17
25 -4 13
-10 22 15
18 -14 20
17 12 -11
1 -14 -23
17 -5 20
-12 -11 15
24 -15 -7
-8 1 22
13 -18 7
1 4 -18
-19 22 15
10 -18 23
-1 -10 -9
-21 5 -17
-5 -12 -2
24 -4 6
3 -11 -9
-23 -4 14
-16 19 -9
24 -7 19
25 2 -19
17 21 -23
-24 -14 -9
19 -13 -12
9 -18 -10
24 25 -19
-7 -13 -4
21 -18 23
25 -6 -5
-16 -10 -25
-8 -10 -17
-23 -20 -9
-17 22 -9
-7 -20 -18
14 6 22
18 -13 14
17 -20 12
-5 -4 -19
-16 -5 -17
17 -2 -17
-9 -25 7
19 11 -12
25 18 -4
1 2 -19
8 -12 -19
-14 12 -25
-14 5 22
-21 21 -1
3 20 -18
24 -15 9
16 2 18
-8 -16 20
-7 -14 2
-24 1 6
5 13 -25
3 -5 -13
-16 2 20
11 22 15
1 10 23
4 -11 -10
-14 -2 -9
-14 2 5
2 -20 -9
2 3 -4
16 8 -3
-4 4 13
-16 -15 16
8 -22 5
-7 -3 -17
-24 2 -10
-5 7 -21
8 -7 23
-8 9 -14
3 -13 -4
4 -18 -9
16 17 11
-17 14 7
-20 20 21
-24 2 22
-6 -4 4
4 7 -25
-23 -4 -25
17 2 -5
9 -13 -3
1 11 -23
-15 -1 1
24 17 23
19 -20 -9
17 -6 7
-8 25 1
-4 -10 -17
24 -22 -19
-15 -6 -4
9 4 20
8 -9 23
1 -20 15
8 1 5
-4 -3 -17
17 -12 1
24 -12 20
-20 -2 -1
24 25 -10
24 11 4
16 -22 -25
12 20 -3
8 5 6
8 -5 15
-13 5 -17
-5 20 6
17 -22 4
11 -1 14
8 25 -17
-24 -8 -2
8 9 10
-23 12 22
-6 -19 -9
-21 20 -13
16 9 -2
-13 -10 -9
9 4 -18
2 20 -9
-8 -21 14
-20 -19 23
11 -3 -1
24 18 -10
25 -21 20
-8 21 -10
25 10 3
-12 -3 -9
-14 20 13
-7 -6 -2
8 9 23
-8 2 -20
25 5 -10
-24 -15 8
24 9 -13
-8 -23 -10
3 22 -25
9 10 -17
9 3 23
8 3 -13
-14 -12 -17
-21 4 -18
8 -18 -25
17 21 -11
-23 21 6
16 17 18
-16 -14 21
24 -4 23
-7 -12 -1
1 19 4
3 -4 20
19 -19 -13
8 -4 -10
-23 4 -3
-12 -20 5
9 3 7
-15 23 7
-8 -10 23
1 -6 -12
8 -19 23
-24 -13 -18
18 19 -10
-8 3 -20
18 12 13
-24 -18 15
17 -22 13
13 21 15
10 20 -1
17 -11 -1
11 -25 7
19 14 -1
-6 10 7
-22 13 -25
-23 -3 14
-7 -22 -11
24 14 6
16 1 -1
8 -15 -20
24 -13 -4
8 -23 -21
5 14 6
-24 -5 -20
17 20 -25
11 -18 -21
-16 19 14
24 11 -25
18 -5 -2
-14 -13 7
24 -22 22
-24 -19 -17
4 -19 -25
2 -20 -19
24 2 -9
10 -5 15
24 -13 -4
-16 -13 15
-23 10 14
24 18 13
-7 -2 6
9 2 -19
-23 23 -25
-23 1 -25
12 5 -10
11 -12 14
1 11 -5
-21 -3 -10
9 -10 6
8 -15 17
-15 -12 -11
24 12 -25
-7 2 23
-23 6 -17
19 -3 -25
19 -25 -17
24 -12 -9
17 -10 -9
16 -19 -25
17 -4 13
12 22 -17
-5 12 14
-19 2 5
25 4 -10
-20 13 -9
25 2 22
-8 4 12
-8 11 -21
-21 -19 -13
17 -21 -3
2 -14 -1
24 -14 -10
1 6 23
-23 -7 -17
17 -19 6
1 3 -11
16 -7 -5
-7 18 -1
-9 -1 7
12 21 -1
-20 14 -25
-16 -1 -25
9 -22 -9
10 19 -21
-21 21 7
-16 -3 -1
-17 13 -9
-16 -7 2
15 21 -9
-22 4 -20
20 -10 23
-8 -1 23
8 3 -25
-6 -5 -25
-21 22 6
25 10 4
-7 -13 6
16 -6 23
-22 -1 -25
1 19 -18
-16 25 -21
19 4 7
23 -18 -17
16 11 -11
19 -10 15
24 13 -1
24 9 -18
9 25 15
-8 20 -9
25 13 23
-12 21 -2
19 -2 6
-15 21 -9
-6 -5 21
8 -11 -1
19 12 5
-24 5 -2
9 20 -1
-22 -14 -19
1 -14 5
16 -14 -3
-24 22 23
-21 20 15
-15 10 7
4 21 -1
-21 13 23
-14 -6 21
8 25 -5
-16 22 23
17 -14 11
-4 -12 -17
18 23 -25
9 -6 4
-15 -5 15
9 22 1
-14 -3 14
-16 -8 -10
-24 10 3
-12 -2 -17
18 -2 22
1 19 4
11 5 -17
5 -1 15
8 13 7
-23 -5 -13
-15 -14 -4
-16 4 14
19 5 -25
16 -15 -17
-18 -1 14
-16 1 -21
18 -19 -1
11 20 -11
-8 18 22
-14 19 23
16 -21 23
-24 2 -14
16 -13 20
14 -18 -9
5 -3 6
-8 17 -19
21 -21 13
-8 10 13
2 6 -17
8 16 13
-24 10 -18
-16 24 23
-15 18 21
16 9 -19
-6 10 14
-14 -11 7
10 22 -25
-8 11 5
-22 21 -19
-24 -6 3
17 4 14
16 21 -25
12 -19 -1
16 14 22
-16 16 22
3 1 -21
8 24 -25
17 -25 7
1 22 15
-22 12 -25
2 5 -25
11 3 -5
2 11 -20
1 10 15
10 20 12
16 -10 7
-19 4 5
-16 -15 -19
-7 -12 -23
-14 4 13
-16 18 21
-21 3 7
25 13 -19
-11 -3 -23
-4 4 23
7 -3 -25
8 -23 5
-22 -18 -17
-13 -18 -5
20 14 -25
-23 18 20
-24 -6 5
8 16 11
16 2 -4
25 -14 -2
-8 -15 5
-8 25 -19
-23 5 -1
25 19 -12
25 -19 -9
-23 -3 23
-8 22 15
8 -2 7
-6 14 15
16 -22 7
19 -14 -21
10 -6 23
-11 -12 21
-15 -3 -9
20 -3 -9
8 -15 -10
-11 -12 5
8 21 -1
-21 -4 -1
10 20 -19
9 21 -10
-8 -23 17
-15 -3 7
24 -3 -10
2 -21 14
-15 -14 20
9 14 15
-21 6 -18
-6 -19 23
12 -11 -9
-7 -1 15
-12 4 -1
1 -17 -9
-16 -20 5
-16 25 -13
-7 12 25
8 -21 -12
-16 -13 23
10 -6 20
-11 -3 -9
25 -13 21
-23 -22 -5
24 -12 -9
-5 -4 -10
-8 -21 7
-7 20 1
-19 -10 -25
21 6 14
18 -21 -12
-23 21 9
-8 18 22
-7 -18 15
9 4 13
-24 -7 -19
-24 4 6
-7 12 -17
-20 -18 -9
-23 -1 22
10 -6 -18
2 -11 -9
16 21 15
8 23 -25
17 -13 6
-15 19 -11
-22 12 -2
-24 20 13
-23 -6 23
17 10 11
8 -9 23
-13 -2 -9
9 5 7
24 11 4
8 18 -20
18 -6 -5
2 12 -2
-6 -20 -3
4 -12 15
1 -14 21
-3 13 23
9 18 -18
-5 -12 21
-24 21 15
2 -10 -18
-4 20 -1
17 3 14
4 20 7
-22 14 15
1 14 -25
16 -23 -20
3 21 -10
21 -4 -3
-22 -5 -2
-23 3 21
-14 12 -1
17 19 7
17 11 -9
-7 3 15
-8 -24 10
-8 -13 20
9 -10 -17
-16 -22 -5
-11 -19 -15
-8 -22 4
-20 -1 -25
16 25 -22
19 -19 -17
-24 -23 -5
-23 3 4
-24 1 -13
-20 -12 -18
18 10 15
17 -7 23
-16 14 -1
-15 -11 15
10 19 15
8 1 18
16 12 14
-24 9 1
-14 -20 -10
-6 -21 20
-11 14 -18
-7 19 -17
1 -14 -10
-20 -3 6
-22 13 -10
-11 -12 13
24 -14 -6
18 -13 5
-15 -4 -20
2 -13 14
24 -23 22
-15 12 15
-8 5 -17
-12 -19 7
11 20 -3
8 17 -12
19 -11 15
16 -5 15
25 2 -25
-25 -10 15
-23 -9 15
19 -2 -21
-4 -11 -1
-13 -12 -18
16 -23 18
18 2 -25
16 12 14
-6 4 -1
-14 22 -18
13 4 -3
8 17 -25
10 -10 22
25 -10 -25
-24 4 7
-21 -20 22
-8 -20 15
-7 -10 7
14 -2 -9
18 3 21
-4 22 23
10 -4 7
-6 20 -17
-7 -14 -1
19 14 23
1 -3 -9
-14 -21 -17
16 21 22
-17 15 -25
24 -2 14
-9 -2 -25
-6 14 22
20 22 15
25 -23 -25
10 11 -25
8 -7 -23
-21 -1 -9
25 -6 14
10 6 23
-21 12 -1
8 -22 3
-21 -3 6
4 -18 -9
-24 -7 -20
-8 -22 -21
16 -3 -10
-11 6 -9
19 5 -1
-16 -14 18
1 -12 7
11 -1 7
24 10 18
18 -18 23
-20 13 23
25 -13 -25
-8 8 18
15 -10 -25
20 -4 5
10 12 -2
2 21 23
-23 -20 -1
-8 2 20
-16 -14 -12
19 -21 12
16 -14 -1
8 2 7
-6 12 -11
-4 5 14
-5 12 15
24 6 23
24 -22 20
25 10 -6
-21 13 14
-13 4 -2
-23 3 -2
2 11 -12
17 -22 -4
-16 4 -17
10 -3 -17
8 -15 7
2 -12 -17
-21 6 -25
-8 9 13
-8 -23 22
16 8 18
-20 -19 14
-22 -14 -5
-7 12 -23
-6 11 14
1 2 -9
-16 -22 -1
-16 25 -4
-24 -22 4
13 -12 21
19 -4 -5
-16 24 -13
5 -10 -9
-13 12 7
11 -12 -18
-16 -23 18
24 -23 -22
16 12 6
8 2 -21
3 -6 11
3 21 22
1 -11 13
-16 9 19
-8 -6 13
-15 -23 -18
25 4 -11
16 -22 6
8 1 19
-24 18 22
10 -22 4
-15 10 22
-24 -23 23
16 -7 -12
-15 -3 23
-12 22 23
-6 19 -1
-6 -22 -21
25 21 23
2 21 -1
2 -13 -18
8 -23 11
-5 20 23
-7 -14 -11
8 -3 -10
-12 21 -9
-23 18 -2
13 -4 5
-20 6 -1
-21 -4 -19
18 13 23
-24 9 22
1 19 12
-8 -13 -12
17 -6 -17
-8 -18 23
-13 4 -17
19 -4 6
1 4 23
-15 -20 7
20 -4 13
-23 -12 6
8 -23 1
18 -10 23
-19 6 -17
-22 22 -25
-23 12 -3
18 -11 -1
24 -23 -18
-11 -2 22
24 -5 5
25 -5 7
-8 10 -4
-5 -10 -21
25 20 14
-23 -21 15
18 2 21
-6 -4 -2
11 -2 -21
18 -20 6
-8 18 23
-22 -21 6
21 -21 -3
-15 -7 6
8 17 11
-7 10 -13
3 -19 -2
24 -13 -3
-23 3 4
-8 -15 -19
-7 -5 -9
16 -22 -11
8 3 14
21 -2 -1
-22 -3 14
25 18 -12
23 6 15
-13 22 -1
-23 -20 -12
16 -22 22
8 -15 14
10 3 -3
-3 -11 14
-7 11 12
8 9 2
1 -12 25
-23 2 21
-21 5 -10
-16 9 5
10 4 -18
9 10 -18
-23 4 -10
-21 -5 7
17 -5 -1
-8 21 6
-5 22 23
-24 25 -14
-6 -20 4
19 -4 -13
21 13 22
25 12 15
-13 12 -18
21 -19 6
21 -20 5
-7 20 14
3 11 21
-24 19 12
25 21 -10
16 9 21
-17 -3 15
-20 14 15
-13 4 23
17 -6 14
-11 22 -25
-16 19 21
-14 -21 5
11 12 22
17 15 -17
-24 -22 7
8 -6 18
13 -3 -9
-23 18 14
-19 13 22
-14 3 -2
-7 -3 15
-15 4 -18
3 6 -17
17 -14 15
18 -1 -25
16 -12 -10
25 -2 7
-8 18 -2
-7 -14 -12
-16 9 -20
17 -5 -23
-23 -6 -15
-14 12 -10
-7 -15 25
-24 -22 14
-24 8 -21
-6 -19 -1
-6 12 -2
-15 2 23
-16 -8 -17
17 -5 -3
-21 -12 -1
-22 4 -25
20 -11 7
3 25 -21
24 2 6
-15 12 25
-16 -21 14
17 -13 22
17 10 13
-13 -20 4
-14 3 23
-15 3 -5
10 -19 -1
-8 9 -6
8 18 -12
17 -13 -9
9 20 15
-24 16 -17
-6 -14 -18
11 19 -17
-15 3 4
9 7 23
-15 -17 7
-7 2 5
21 -12 -3
9 11 -1
-22 -25 23
-6 19 -18
8 11 12
3 6 22
-24 -19 6
18 -10 -9
-23 20 -18
-16 -21 -1
8 18 23
-8 11 -18
-7 2 -17
12 -11 -10
-5 -1 -25
-15 -5 -2
-16 -23 -9
-9 4 23
-21 -20 -19
-15 22 15
-7 2 3
-22 19 -20
-23 -6 5
25 -22 -12
8 -6 3
12 -11 -17
16 1 13
-24 -15 -11
-20 6 -9
19 -20 -12
16 -19 -2
16 1 13
18 -2 23
-9 15 -17
-23 15 -17
17 19 -13
16 -21 -25
-15 10 -4
10 3 -17
-24 -12 -17
-13 -11 6
-24 4 23
-16 10 21
2 4 -9
-8 -6 -9
-13 -20 5
8 -7 -6
-21 -1 23
17 -5 23
11 -2 -9
-21 -1 6
-23 13 -19
17 -12 7
-5 -3 7
-8 11 7
9 1 -9
10 -11 -18
-14 22 7
18 -19 23
-16 -6 5
-7 14 -2
18 21 7
2 -13 -17
18 5 23
2 21 13
17 19 20
24 -12 5
-20 -2 -17
4 -2 7
9 10 -2
2 -3 6
25 2 -11
16 -9 -17
-24 -14 -21
3 19 23
8 1 21
-21 -11 7
16 -21 20
-7 -21 14
-23 -3 -7
-23 19 14
-6 -2 22
1 -14 -19
16 -8 20
-14 20 22
20 -4 -9
-13 21 -2
-4 20 -1
10 -22 5
25 10 -7
-24 -1 15
-15 19 6
8 -7 -5
-16 13 15
16 -4 14
2 3 -18
3 -18 -13
20 -4 -1
3 -4 15
19 -19 -10
-13 14 7
-16 -7 4
1 20 -4
-21 12 -18
1 -14 -2
-7 3 -19
25 -21 -9
-20 -12 -1
1 13 -2
24 25 -3
-16 11 22
8 13 -10
-24 21 15
8 5 -18
3 12 -11
10 20 -1
20 -18 -25
-20 -11 -18
-23 -3 7
-14 21 23
-22 -5 -21
-24 -6 -13
9 21 -23
-24 1 -7
25 -14 -12
1 5 6
-20 -1 6
9 2 20
-24 4 -25
8 -12 6
-24 17 25
-8 19 15
11 -5 -1
-16 10 -20
24 -22 -20
1 2 23
16 -8 -3
-16 17 25
-8 10 -20
-24 25 20
2 -5 -10
16 24 -16
19 21 23
-24 -23 21
-23 -20 22
16 1 -14
-8 9 -3
-21 -20 -19
20 -11 7
-7 -4 -1
3 -12 -19
8 9 21
2 -3 -25
-23 21 -1
8 -18 23
-8 24 -2
-8 -21 7
-5 21 -1
16 -7 -6
1 18 21
1 12 5
19 -3 -9
-8 9 -18
3 12 13
-15 2 -14
-24 -15 -9
-8 -15 5
24 11 -19
-22 -6 -2
-15 3 -9
10 -13 14
8 -12 -9
25 6 7
1 13 -7
-24 -5 -20
25 -11 -1
-23 -3 -19
-15 18 -17
24 -13 13
25 11 13
25 -3 5
-23 -3 -17
-7 -13 -10
9 2 11
25 19 5
11 14 -17
-16 21 22
24 -8 -14
-8 3 -1
-22 -6 21
-5 6 -9
1 2 5
14 22 15
3 -3 15
1 -6 13
8 18 -25
18 2 13
16 11 6
16 -6 21
-8 -13 22
7 14 -17
-21 20 -19
-23 6 -2
16 -4 -11
19 12 -1
8 9 -2
-16 2 14
18 -19 -9
3 21 -21
18 14 7
11 20 -12
-4 -20 7
2 6 -17
10 -2 7
9 11 -19
2 -11 14
-22 -14 -21
17 -2 6
-19 -11 7
-8 -19 21
16 -13 23
-8 20 -1
2 -5 5
9 -12 14
24 1 8
-16 -15 23
-16 9 11
-12 -11 -2
12 -4 -25
9 21 -15
-7 5 14
-8 3 -21
11 13 -17
19 -19 -25
-14 -22 4
-22 18 -12
-3 22 23
17 3 -1
-14 4 7
1 -5 -9
-24 12 6
16 25 12
-7 -20 6
2 10 -21
12 5 22
2 -21 -12
16 8 24
-16 18 -17
8 -6 14
-8 12 -18
-16 6 22
16 17 14
-20 21 14
-16 18 -17
-7 -15 25
-16 -15 -21
-24 -3 -2
-7 -21 -2
24 14 -2
-15 -3 1
-22 4 6
25 4 -20
2 3 -13
9 13 -23
5 -19 -10
9 -21 15
23 6 -2
-16 -6 11
1 21 -10
-13 12 -21
25 3 7
10 18 -20
8 -20 -1
25 -7 15
-15 -1 14
20 -1 -17
24 -4 -11
-6 4 7
19 22 -13
9 -21 -3
24 2 -19
-6 3 -9
-16 1 4
9 14 25
24 -12 23
18 10 15
10 11 14
-14 13 -19
10 11 -1
12 -4 -17
-7 -14 12
-15 -2 6
3 9 -21
9 -14 -4
-21 12 14
21 11 -3
-6 -5 -3
12 -18 -25
-15 1 7
9 -13 -20
18 22 -18
1 -14 21
-4 21 23
24 -3 7
-16 -2 7
-14 -3 23
9 10 -4
-15 -5 6
2 -21 -4
-24 25 -22
-7 -18 -25
-7 -5 9
-24 5 23
8 -21 -19
25 23 -9
-21 7 -25
-24 -5 -18
24 -15 -3
17 -11 22
4 21 22
-19 5 -11
4 21 -2
-24 -22 -21
20 -4 -3
10 -6 -18
1 -11 -9
17 -14 -3
-8 -13 -2
-16 -21 -12
-18 14 23
-6 21 -10
-6 10 -11
7 21 23
10 2 -13
-24 5 7
8 18 15
-22 -13 6
16 -8 2
24 -6 15
25 10 20
18 -18 22
-14 -2 -9
-7 18 -13
1 -21 -13
9 2 7
25 -2 -17
23 7 -17
-22 -20 14
-22 -1 -17
-12 14 6
24 -12 -4
8 25 -3
-7 -6 1
-8 19 -17
-8 -16 -13
-24 19 -1
24 17 -17
-16 22 7
-23 -7 -15
-11 -2 -25
24 -22 5
24 11 -17
24 11 -20
-24 -1 -2
10 -10 -2
-8 -21 -20
18 -20 4
-14 -20 -17
-21 -11 -1
5 20 12
-16 13 -18
-22 -12 23
-23 11 13
17 -5 -18
-16 -6 -10
-15 21 23
9 -11 -1
-7 -5 -3
16 10 -25
8 -5 -13
-19 -11 -1
11 20 21
1 -22 21
-16 -4 5
8 -22 18
-6 22 -17
1 -9 23
17 -22 -12
24 10 22
17 19 22
-3 6 -17
12 -18 -9
1 -20 -7
-23 -22 19
8 -14 -5
-5 -11 22
-8 24 -16
-22 -4 -11
-23 -19 15
12 6 -9
-8 -14 11
24 25 -2
-15 14 -25
-8 -20 12
8 2 -1
11 12 21
16 -7 7
25 -25 15
-16 12 -9
-11 21 -25
-23 -11 -18
8 9 -10
8 9 -20
1 12 13
9 -22 -10
8 22 6
-15 13 6
18 -5 -17
-23 -13 23
1 -23 -10
25 10 -11
-8 20 -10
9 2 -9
17 -21 -11
16 -20 -18
-16 -11 -9
25 10 -2
11 -4 14
17 11 -5
9 20 22
-13 12 -9
-8 -13 -2
4 -4 13
8 24 22
-23 19 -5
4 -19 -10
25 3 20
-6 11 -10
-23 19 -10
-8 3 -18
16 10 -9
3 4 -17
-23 -13 -18
16 21 23
25 -10 -17
-11 22 23
19 -25 23
3 4 22
-21 7 15
19 12 6
17 -4 25
2 5 -18
-24 9 -18
5 -19 7
24 -5 12
-13 22 15
-24 -15 23
-15 -6 12
2 -10 7
-22 -19 -10
3 -4 -1
-8 2 20
3 5 -1
16 -6 4
8 -20 -25
25 10 -14
8 13 6
-24 -20 -17
-22 11 -5
-25 -1 23
-15 18 13
17 5 -2
-7 10 21
-6 4 -4
-8 12 -18
-7 25 1
16 20 -19
-24 2 22
-9 12 7
-24 9 21
1 -3 -17
-16 -2 -25
-20 14 -25
-8 25 -22
18 -22 15
16 -15 -4
-16 -14 -25
-14 -4 -9
17 -5 -11
-23 -11 1
-16 1 12
-14 -22 -4
-6 -20 -10
25 3 15
1 -22 6
8 -2 -1
1 -10 15
-7 2 6
-23 12 14
-14 3 4
5 4 13
25 18 -7
24 19 -9
-23 11 5
-23 -7 23
-24 1 -12
24 8 -12
-20 -11 -10
-23 -6 -3
-8 9 -10
21 -2 15
9 6 15
-20 21 23
25 -14 -25
-14 -1 -9
5 -19 -17
16 -14 -21
1 4 -23
-5 -4 23
18 4 -3
-7 -6 23
12 -11 23
24 3 -11
25 -3 15
-20 12 -10
11 20 4
25 -12 -18
16 -6 -5
13 14 -25
12 14 -17
9 -4 -1
24 -16 -6
-15 -5 5
13 5 -18
16 -15 -19
-14 6 7
18 -20 13
-7 -11 -3
-16 -7 22
25 18 4
17 3 14
-5 21 -1
-22 22 -9
25 9 1
9 20 -1
16 -24 -10
16 -11 -18
-8 21 7
25 11 1
-8 -12 6
-8 11 -4
-8 -15 -20
-15 19 23
19 5 7
-23 -7 7
1 -12 22
9 4 -11
-24 -16 -11
18 -18 23
-16 1 25
-8 9 14
-24 19 -11
16 20 -3
-14 22 -2
-13 14 23
-14 -12 21
-20 -4 -17
25 -22 -7
-12 -4 15
10 -21 -10
4 -10 -25
18 -21 -5
-12 20 -20
-23 -22 -5
8 2 22
-15 -14 -22
18 -5 -12
19 3 23
-23 11 -3
1 -22 21
2 -6 -5
-13 20 -1
3 -10 15
2 -6 4
8 4 -17
8 -21 6
-11 -20 -19
-21 -19 -1
17 -13 -12
3 21 15
9 -6 -5
18 -13 23
-15 -10 -9
1 23 15
-7 18 14
-15 25 23
-6 -12 23
18 4 7
1 -14 20
17 -12 -18
3 -4 12
-21 -11 -10
8 -15 -10
-24 17 4
-14 -12 23
-14 -12 6
1 9 15
-24 -13 4
-13 -17 7
8 10 2
17 21 14
-6 -21 -11
2 -13 -25
17 18 25
-23 -14 3
-8 -16 11
8 9 -10
9 18 5
-6 13 22
-16 2 -2
-16 25 -21
5 -10 22
10 -14 14
-24 -20 15
